index,Speaker,Sentence,class,opinion-tag,label,Act Tag,act_label
212,T,I'm going to teach you one more thing.,26,Irrelevant,0,1 - none,0
213,T,What do you think this one's going to be?,26,Irrelevant,0,8 - press for  accuracy,5
214,S,Subtracting a column.,26,New,1,7 - context,0
215,T,"How to subtract a column, yes.",26,Adopted,4,5 - revoicing,4
216,T,"So just to do this, I'm going to show you.",26,Irrelevant,0,1 - none,0
217,T,"I'm going to scale this up just so I can go back down, but I'm going to go up to 8 yurts here- notice how I'm annotating my table- and I have 8 yurts will accommodate 48 people.",26,Irrelevant,0,1 - none,0
218,T,What I want to get to for my problem is 7.,26,Irrelevant,0,1 - none,0
219,S,"So, you",26,Irrelevant,0,1 - none,7
220,T,"Yes, I'm going to minus one.",26,Strengthened,2,1 - none,0
221,T,"Now, I have to be really careful that I minus column one, not just 1.",26,Strengthened,2,1 - none,0
222,T,If I take away 1 yurt how many people do I need to subtract?,26,Irrelevant,0,8 - press for  accuracy,5
223,S,6,26,New,1,4 - making a claim,10
224,T,"6, right?",26,Adopted,4,2 - keeping everyone together,1
225,T,"That would be 42, so 7 yurts can accommodate 42 campers.",26,Strengthened,2,1 - none,0
226,T,What now?,26,Irrelevant,0,8 - press for  accuracy,5
227,T,"Yes, you're right.",26,Adopted,4,1 - none,0
228,T,You're right.,26,Adopted,4,1 - none,0
229,T,Any questions before you guys work independently- or sort of independently?,26,Irrelevant,0,2 - keeping everyone together,1
230,T,"Okay, this is what we're going to do.",26,Irrelevant,0,1 - none,0
231,T,I am going to pull a couple of sticks and I would like for you to work on this problem with a partner.,26,Irrelevant,0,1 - none,0
232,T,"Then if you get to it, you can start the next problem with a partner.",26,Irrelevant,0,1 - none,0
233,T,I'm going to pull a stick for you.,26,Irrelevant,0,1 - none,0
234,T,"You and your partner need to very, very quickly find a place in the room where you can work together.",26,Irrelevant,0,1 - none,0
235,T,It can be anywhere in the room.,26,Irrelevant,0,1 - none,0
236,T,Then you're going to start with the next problem on page 51 of your note catcher.,26,Irrelevant,0,1 - none,0
237,T,Here we go.,26,Irrelevant,0,1 - none,0
238,T,"Very quickly, Jake and Elena, go find each other, find a place to work.",26,Irrelevant,0,1 - none,0
239,T,Gavin and Kayla.,26,Irrelevant,0,1 - none,0
240,T,Justin and [unintelligible 00:17:44].,26,Irrelevant,0,1 - none,0
241,T,Luis and Rylan.,26,Irrelevant,0,1 - none,0
242,T,Jake and Bailey.,26,Irrelevant,0,1 - none,0
243,T,Abby and [unintelligible 00:17:54].,26,Irrelevant,0,1 - none,0
244,T,Andrea and Kevin.,26,Irrelevant,0,1 - none,0
245,T,Taylor and Ruby.,26,Irrelevant,0,1 - none,0
246,T,Brody and Michael.,26,Irrelevant,0,1 - none,0
247,T,"David, Leo and Miles.",26,Irrelevant,0,1 - none,0
248,T,"No, it needs to be in your note catcher.",26,Irrelevant,0,1 - none,0
249,T,"Now, can I ask you guys a question?",26,Irrelevant,0,1 - none,0
250,T,"All right, so here's yours and I want you to think about what are the two values that you're going to add together",26,Irrelevant,0,1 - none,0
251,T,"That would be correct, but I would prefer to have more chaperones than",26,Irrelevant,0,1 - none,0
252,S,"So that means to find out how many campers need chaperones, we would add this number",26,New,1,4 - making a claim,10
253,T,"Yes, you got it.",26,Adopted,4,1 - none,0
254,T,Good job.,26,Irrelevant,0,1 - none,0
255,T,"Okay, I'm going to pull everybody back together because we've about",26,Irrelevant,0,1 - none,0
256,S,"When you're done, I'm going to do the math.",26,Irrelevant,0,1 - none,7
257,S,I'm going to multiply-,26,Irrelevant,0,4 - making a claim,10
258,T,"Crew, put your pencils down, put your eyes up here.",26,Irrelevant,0,1 - none,0
259,T,I am very proud of a handful of you for reading very carefully.,26,Irrelevant,0,1 - none,0
260,T,"You got some information and you're like, ""Wait, that doesn't make sense.""",26,Irrelevant,0,1 - none,0
261,T,So what I noticed is that a lot of you had information that looked like this.,26,Irrelevant,0,1 - none,0
262,T,Hold on.,26,Irrelevant,0,1 - none,0
263,T,Let me just make sure I have it all.,26,Irrelevant,0,1,0
264,T,"Like this-- Oh, sorry.",26,Irrelevant,0,1 - none,0
265,T,Let me go here.,26,Irrelevant,0,1 - none,0
266,T,Let me make a new one for you.,26,Irrelevant,0,1 - none,0
267,T,Like this.,26,Irrelevant,0,1 - none,0
268,T,There we go.,26,Irrelevant,0,1 - none,0
269,T,I noticed that a lot of you had information that looks like this.,26,Irrelevant,0,1 - none,0
270,T,"You got to this point right here on your ratio table and you said; wait, I'm confused because when I read my problem very carefully, there were only 172 students.",26,Irrelevant,0,1 - none,0
271,T,"Well, if we subtract the information from column one and we only have 170 students and 34 adults, that means that two kids do not get to go on the trip.",26,Irrelevant,0,1 - none,0
272,T,"So, we have to go up a little bit in order to have enough chaperones to cover all of our students.",26,Strengthened,2,1 - none,0
273,T,"Once you do that then you have 35 adults to make sure that every kid has a chaperone and you don't have some kids that go missing, and you need to add that to the 172 students.",26,Strengthened,2,1 - none,0
274,T,"So in total, you should have 207 students who go on your trip.",26,New,1,1 - none,0
275,T,"For those of you who got 210, you added these two values together but remember, we only had 172 kids.",26,Strengthened,2,1 - none,0
276,T,What questions can I answer for you guys?,26,Irrelevant,0,2 - keeping everyone together,1
277,Michael,Wait-,26,Irrelevant,0,1 - none,7
278,S,I told you it was --,26,Irrelevant,0,1 - none,7
279,Michael,-I'm still confused.,26,Irrelevant,0,3 - asking for more information,9
280,T,"What's your question, Michael?",26,Irrelevant,0,2 - keeping everyone together,1
281,Michael,We did the thing and it got to 180 people and 35 --,26,New,1,4 - making a claim,10
282,S,"No, on the other problem.",26,Irrelevant,0,2 - relating to another student,8
283,Michael,Okay.,26,Irrelevant,0,1 - none,7
284,T,This is the 1:5.,26,Irrelevant,0,1 - none,0
285,T,This is chaperones.,26,Irrelevant,0,1 - none,0
286,T,This isn't the yurts.,26,Irrelevant,0,1 - none,0
287,T,"Yes, Abby?",26,Irrelevant,0,2 - keeping everyone together,1
288,T,"Hold on, guys.",26,Irrelevant,0,1 - none,0
289,T,I can't hear Abby.,26,Irrelevant,0,1 - none,0
290,T,"Hold on, guys.",26,Irrelevant,0,1 - none,0
291,T,I cannot hear Abby.,26,Irrelevant,0,1 - none,0
292,T,Your side conversations needs to stop.,26,Irrelevant,0,1 - none,0
293,Abby,"which is 35, so isn't that how you get the 35 instead of 34?",26,New,1,4 - making a claim,10
294,T,"Yes, I just did this over here so you could see like if we only had 34 chaperones, we could only have 170 students.",26,Strengthened,2,1 - none,0
295,T,That's why we have to have 135.,26,Irrelevant,0,1 - none,0
296,T,"Yes, ?",26,Irrelevant,0,1 - none,0
297,T,That's where you were supposed to stop.,26,Irrelevant,0,1 - none,0
298,T,I just wanted to show you here why we have to go to more chaperones and we have to go all the way up to 175 and not just 172.,26,Strengthened,2,1 - none,0
299,T,"Because if we take away a chaperone, we have to take away five kids.",26,Strengthened,2,1 - none,0
300,T,"Crew, I have a little bit of practice for you with your ratio tables.",26,Irrelevant,0,1 - none,0
301,T,"I also want you to know that on the back of this, this starts your finals prep.",26,Irrelevant,0,1 - none,0
302,T,"You're going to get, I think, four of these worksheets and each one of them has a little bit of review for your final.",26,Irrelevant,0,1 - none,0
303,T,"So, you can do a little bit each night, but the front and the back of this are your homework.",26,Irrelevant,0,1 - none,0
304,T,"We are going to finish your note catcher tomorrow, all right?",26,Irrelevant,0,2 - keeping everyone together,1
305,T,"Crew, I will see you later.",26,Irrelevant,0,1 - none,0
306,T,Can you give that one to Kevin then?,26,Irrelevant,0,1 - none,0
307,T,I knew there was one more person.,26,Irrelevant,0,1 - none,0
308,T,I'm going to go turn this off over here.,26,Irrelevant,0,1 - none,0
0,T,OK.,27,Irrelevant,0,1 - none,0
1,T,I’d show you one last problem.,27,Irrelevant,0,1 - none,0
2,T,"Now, we wouldn’t solve it today it’s a very hard problem, no the one that I’m about to show you.",27,Irrelevant,0,1 - none,0
3,S ,Is that number 10?,27,Irrelevant,0,1 - none,7
4,T,"Yeah, you could put it as number ten it’s a good idea.",27,Irrelevant,0,1 - none,0
5,T,"Now we’re certainly not going to solve that today, but I’ll bet you you are going to solve it in the next few weeks.",27,Irrelevant,0,1 - none,0
6,Michael,Are you coming back next week?,27,Irrelevant,0,1 - none,7
7,T,I’m not sure when we come back I’ll have to look it up. ,27,Irrelevant,0,1 - none,0
8,T,It really is a hard problem. ,27,Irrelevant,0,1 - none,0
9,T,But it is a very interesting problem. ,27,Irrelevant,0,1 - none,0
10,T,Good heavens.,27,Irrelevant,0,1 - none,0
11,Jeff,When we have to multiply box times box could it be box plus box?,27,New,1,4 - making a claim,10
12,T,Could be. ,27,Adopted,4,1 - none,0
13,T,Could be all kinds of things.,27,Strengthened,2,1 - none,0
14,Jeff,I got it.,27,Adopted,4,1 - none,7
15,Jeff,You’re the one who started it.,27,Irrelevant,0,1 - none,7
16,T,Are you ready to explain that to the camera?,27,Irrelevant,0,8 - press for  accuracy,5
17,Brian,"Well, we have to make sure it works, sixteen and sixteen is thirty two. ",27,New,1,5 - providing evidence/providing reasoning,11
18,Brian,"It does work, but sixty-three.",27,Weakened,3,5 - providing evidence/providing reasoning,11
19,S ,What about us?,27,Irrelevant,0,1 - none,7
20,T,Do you want to say it to the camera or do you want to say it to everybody.,27,Irrelevant,0,1 - none,0
21,Brian,Camera.,27,Irrelevant,0,1 - none,7
22,Brian,Okay.,27,Irrelevant,0,1 - none,7
23,T,"OK, that’s the wrong thing this is better. ",27,Irrelevant,0,1 - none,0
24,T,That’s the right one. ,27,Irrelevant,0,1 - none,0
25,T,Maybe you’ve got it all written.,27,Irrelevant,0,1 - none,0
26,T,"OK, here’s the microphone.",27,Irrelevant,0,1 - none,0
27,Brian,I explain OK. ,27,Irrelevant,0,1 - none,7
28,Brian,"Well, see, one is the difference between zero and one. ",27,New,1,5 - providing evidence/providing reasoning,11
29,Brian,And if you add one plus one it equals two which is the difference there.,27,Strengthened,2,5 - providing evidence/providing reasoning,11
30,Brian,And two plus two is four which is the difference between there. ,27,Strengthened,2,5 - providing evidence/providing reasoning,11
31,Brian,Four plus four is eight which is the difference between there. ,27,Strengthened,2,5 - providing evidence/providing reasoning,11
32,Brian,And you add sixteen and sixteen which is thirty two the difference between there and so on. ,27,Strengthened,2,5 - providing evidence/providing reasoning,11
33,Brian,"See the numbers, you add that number with itself and you get the answer which is the difference betweenthe next numbers.",27,Strengthened,2,5 - providing evidence/providing reasoning,11
34,T,"Well, now I’m not sure. ",27,Irrelevant,0,1 - none,0
35,T,What number am I looking at here?,27,Irrelevant,0,8 - press for  accuracy,5
36,Brian,Between zero and one is one.,27,Strengthened,2,4 - making a claim,10
37,T,So what am I going to do add that?,27,Irrelevant,0,8 - press for  accuracy,5
38,Brian,You add one and one and you get two which is the difference between there.,27,Strengthened,2,5 - providing evidence/providing reasoning,11
39,T,"Oh, ah, that’s really clever.",27,Adopted,4,1 - none,0
40,Brian,If you add the one and two you get three. ,27,Strengthened,2,5 - providing evidence/providing reasoning,11
41,Brian,And so on you do it for everything.,27,Strengthened,2,5 - providing evidence/providing reasoning,11
42,T,"OK, you may want to think about that some more, but that’s a very clever idea",27,Adopted,4,1 - none,0
43,T,"OK, we really have run out of time, I think, anybody have anything you want to say as our last parting remark before we... parting remark.",27,Irrelevant,0,1 - none,0
44,T,Anybody want to say anything? ,27,Irrelevant,0,2 - keeping everyone together,1
45,T,What?,27,Irrelevant,0,2 - keeping everyone together,1
46,T,Could I sit there for a second? ,27,Irrelevant,0,1 - none,0
47,T,Can we talk for one second about keeping secrets?,27,Irrelevant,0,1 - none,0
48,Milin,We shouldn’t keep secrets.,27,New,1,1 - none,7
49,T,You shouldn’t keep secrets? ,27,Adopted,4,1 - none,0
50,T,"Well, there are two sides to it? ",27,Weakened,3,1 - none,0
51,T,What’s the bad thing about keeping secrets?,27,Weakened,3,1 - none,0
52,Jeff,Other people wouldn’t find out.,27,New,1,1 - none,7
53,Milin,"If another person finds out and says it, as long as you...",27,Irrelevant,0,1 - none,7
54,S 1,As long as you eventually tell it’s all right.,27,Adopted,4,1 - none,7
55,S 2,Could you keep it for a couple weeks and see how many people die before I give it out.,27,Irrelevant,0,1 - none,7
56,T,Let me turn it around and argue the other case a little bit.,27,Irrelevant,0,1 - none,0
57,T,"I think we do need to keep thinking about it, we do need to find a way to this so that
everybody’s comfortable with it, but there is also a case to be made for
keeping secrets because what I’ve said sometimes to people is suppose say
Michael and I went to the gym and Michael did a lot of weight lifting and
I watched him who gets stronger?",27,New,1,1 - none,0
58,T, He would. ,27,Strengthened,2,1 - none,7
59,T,"What’s that got to do with
secrets?",27,Irrelevant,0,1 - none,0
60,Ankur,Nothing. ,27,Irrelevant,0,1 - none,7
61,Ankur,"Oh, you would have to do it yourself.",27,Irrelevant,0,1 - none,7
62,Romina,He’s doing the lifting.,27,Strengthened,2,1 - none,7
63,Romina,If you want to get stronger you got to figure it out.,27,Strengthened,2,1 - none,7
64,T,Cause if you want to be good at figuring things out you better practice figuring things out.,27,Strengthened,2,1 - none,0
65,Jeff,But maybe if you want to make sure of things before you do it.,27,Weakened,3,1 - none,7
66,T,We really are out of time we have to stop.,27,Irrelevant,0,1 - none,0
0,T,"Ok, this time though, I'm going to call the  orange “ten.”  The number name “ten.”  And  I'm wondering if you could tell me the number  name for white.",28,New,1,1 - none,0
1,T,"Okay, I hear some little  mumblings “oh this is easy, this is easy.”  I'm  going to want to hear this.",28,Irrelevant,0,1 - none,0
2,T,"If you think you  know, please raise your hand.",28,Irrelevant,0,2 - keeping everyone together,1
3,T,Some of us will  be around to kind of hear what you're thinking  about it.,28,Irrelevant,0,1 - none,0
4,Beth,"Beth  This is a ten, and ten of these equal to one.",28,New,1,4 - making a claim,10
5,T,"It gets to be a really tough when I change the  number name, doesn't it?",28,Irrelevant,0,2 - keeping everyone together,1
6,T,You have to rethink  the whole thing.,28,Irrelevant,0,1 - none,0
7,T,"Okay, think,  why don't you  discuss and think a little bit more about what  we might call this piece [white rod], ok, of this,  and I'll come back…  I want to hear something  thinking of some other folks.",28,Irrelevant,0,1 - none,0
8,T,"Okay, what do  we think over here, you two?",28,Irrelevant,0,8 - press for  accuracy,5
9,Meredith,"This is only one because if you call the orange a  ten and the one's equal to a ten when you call  this [white rod] a one, then they're going to  change to a one.",28,New,1,5 - providing evidence/providing reasoning,11
10,T,So you'd give it a number name of one?,28,Irrelevant,0,2 - keeping everyone together,1
11,T,"So do  you feel that by showing me this, you've  proven that?",28,Irrelevant,0,2 - keeping everyone together,1
12,T,That's interesting.,28,Irrelevant,0,1 - none,0
13,T,"David, what  do you think?",28,Irrelevant,0,3 - getting students to relate,2
14,T,Are you in agreement with that  or do you think it's something different?,28,Irrelevant,0,3 - getting students to relate,2
15,David,"Well, I think I agree with Meredith.",28,Adopted,4,2 - relating to another student,8
16,David,"Because, if  this is ten, then this would be one then because  if you add ten of these up… then umm, there  would be ten of these.",28,Strengthened,2,5 - providing evidence/providing reasoning,11
17,David,So it's ten.,28,Strengthened,2,5 - providing evidence/providing reasoning,11
18,T,"Okay, alright, I'll buy that.",28,Adopted,4,1 - none,0
19,T,"Okay, let me talk to  a couple of other people, then we'll get  somebody to come up and tell us about this.",28,Irrelevant,0,8 - press for  accuracy,5
20,T,"Brian, what do you think?",28,Irrelevant,0,8 - press for  accuracy,5
21,Brian,"Well, umm, ten wholes because well these are  originally tenths, and this is considered if this  is considered ten, then this would be, this  would be like switched around ten wholes.",28,New,1,5 - providing evidence/providing reasoning,11
22,T,Okay.,28,Irrelevant,0,1 - none,0
23,Brian,So it's like switched around.,28,Strengthened,2,4 - making a claim,10
24,T,"Okay, so if we are going to call this [orange]  “ten,” and the number name for this [white  rod] would be…  ",28,Irrelevant,0,8 - press for  accuracy,5
25,Brian,Ten wholes.,28,New,1,4 - making a claim,10
26,T,One's.,28,New,1,1 - none,0
27,T,One.,28,Strengthened,2,1 - none,0
28,T,I'm confused now.,28,Irrelevant,0,1 - none,0
29,T,"Okay, this piece here, this  one piece here, what are we going to call?",28,Irrelevant,0,8 - press for  accuracy,5
30,T,The  one white rod?,28,Irrelevant,0,8 - press for  accuracy,5
31,T,Would it be called ten?,28,Irrelevant,0,2 - keeping everyone together,1
32,Brian,Yeah.,28,Adopted,4,1 - none,7
33,Brian,"Well, if this was one, then that would be  ten, but when it's switched around, this is… all,  all ten, all ten tenths when you put them on  here they're like they would be like ten wholes,  even though this would be considered…  Well,  [chuckles] if this is supposed to be ten, you put  then of these up then these would be ten  wholes.",28,Strengthened,2,4 - making a claim,10
34,T,"Okay, but what, so then what would the name  for one of them be?",28,Weakened,3,8 - press for  accuracy,5
35,T,"You said if I put then of  them up, it's ten wholes.",28,Strengthened,2,1 - none,0
36,Brian,One.,28,Adopted,4,7 - context,0
37,Brian,One whole.,28,Strengthened,2,4 - making a claim,10
38,Brian,"One whole… no…  I don't  know how to say it, but I think I know it.",28,Irrelevant,0,4 - making a claim,10
39,Brian,I don't  know how to say it.,28,Irrelevant,0,1 - none,7
40,T,You said something like one.. if this would be…   ,28,Irrelevant,0,1 - none,0
41,Brian,"Yeah, yeah, one.",28,Adopted,4,4 - making a claim,10
42,T,"Well, if you put all of them up,  there would be ten wholes, but…",28,Weakened,3,1 - none,0
43,T,Let's just call them “ten”.,28,Strengthened,2,1 - none,0
44,T,There would be ten  of these.,28,Strengthened,2,1 - none,0
45,T,"Okay, because we're giving them  number names now.",28,Irrelevant,0,1 - none,0
46,T,We don't want to say  “wholes” or anything like that.,28,Irrelevant,0,1 - none,0
47,T,"We don't have  any particular item, like pies, we are thinking  about or anything.",28,Irrelevant,0,1 - none,0
48,T,Just call it “ten.”  ,28,Irrelevant,0,1 - none,0
49,Brian,"Ok, but, but didn't you call this [orange] a  “ten?” ",28,Weakened,3,7 - context,0
50,T,"Yeah, I called that a ten.",28,Adopted,4,5 - revoicing,4
51,T,That was my question.,28,Irrelevant,0,1 - none,0
52,T,I asked you what you would call this [white  rod].,28,Irrelevant,0,8 - press for  accuracy,5
53,Brian,"Oh, then this would be… one… I guess.",28,New,1,4 - making a claim,10
54,T,"That sounds like a good name for it, doesn't it?",28,Adopted,4,2 - keeping everyone together,1
55,T,"Okay, now let me just hear what these ladies  over here have come up with.",28,Irrelevant,0,8 - press for  accuracy,5
56,Jessica,"Umm, we got, since umm, if you have, like if  you put all these [white rods] up to this  [orange], umm you would get umm ten, I think.",28,Strengthened,2,5 - providing evidence/providing reasoning,11
57,Jessica,Wait…  Ten.,28,Irrelevant,0,5 - providing evidence/providing reasoning,11
58,Jessica,"And, and this one [white], just  that would be one.",28,Strengthened,2,5 - providing evidence/providing reasoning,11
59,T,So that's the number you would give it then?,28,Irrelevant,0,2 - keeping everyone together,1
60,Jessica,"Yeah because if you have ten, then [white] that  would be one of them [orange].",28,Strengthened,2,5 - providing evidence/providing reasoning,11
61,T,Okay.,28,Irrelevant,0,1 - none,0
62,T,Alright.,28,Irrelevant,0,1 - none,0
63,T,I'll buy that.,28,Adopted,4,1 - none,0
64,T,"Okay, I think a lot  of people have come up with something.",28,Irrelevant,0,1 - none,0
65,T,Let  me just… What did you come up with?,28,Irrelevant,0,8 - press for  accuracy,5
66,Beth,"If ten of these [white] equals one of these  [orange], then one of these [white] could be  one whole because, and then ten of these  would ten wholes.",28,New,1,7 - context,0
67,T,"Okay, we'll just call them one and ten.",28,Adopted,4,5 - revoicing,4
68,T,We  won't say wholes for now.,28,Irrelevant,0,1 - none,0
69,Beth,Okay.,28,Irrelevant,0,1 - none,7
70,T, Ok?,28,Irrelevant,0,1 - none,0
71,T,So this would be one then.,28,Strengthened,2,1 - none,0
72,T,"If I'm calling  this ten, you're saying this would be one.",28,Strengthened,2,1 - none,0
73,T,So  what would this be [puts two white blocks  against the orange block]?,28,Irrelevant,0,8 - press for  accuracy,5
74,Beth,That would be… two.,28,New,1,4 - making a claim,10
75,T,And then three and four    and five and six.,28,Strengthened,2,1 - none,7
76,T,Nice thinking.,28,Strengthened,2,1 - none,0
77,T, Okay.,28,Irrelevant,0,1 - none,0
78,T,"Alright, I've gotten to hear the thinking  of a lot of people and I hope I'm not  interrupting anybody who's still thinking  about this.",28,Irrelevant,0,1 - none,0
79,T,Is there anybody who would like to  tell me what they think about this?,28,Irrelevant,0,2 - keeping everyone together,1
80,CT,Call on my girlfriend here.,28,Irrelevant,0,1 - none,7
81,T,Jackie.,28,Irrelevant,0,2 - keeping everyone together,1
82,Jackie,Umm.,28,Irrelevant,0,1 - none,7
83,Jackie,The white would be one.,28,New,1,7 - context,0
84,T,The white would be one.,28,Irrelevant,0,4 - restating,3
85,T,Okay.,28,Irrelevant,0,1 - none,0
86,T,I heard a lot of  people say they would call the white “one.”   Why would you call the white “one?” ,28,Irrelevant,0,9 - press for reasoning,6
87,Jackie,Well because it takes ten ones to make up an orange.,28,Strengthened,2,5 - providing evidence/providing reasoning,11
88,T,Do you all agree with that?,28,Irrelevant,0,3 - getting students to relate,2
89,T,Did you hear what  Jackie said?,28,Irrelevant,0,2 - keeping everyone together,1
90,T,"Okay, Danielle didn't hear what  you said, Jackie.",28,Irrelevant,0,1 - none,0
91,T,Can you say it again please?,28,Irrelevant,0,2 - keeping everyone together,1
92,Jackie,It takes ten one's to make up an orange.,28,Strengthened,2,4 - making a claim,10
93,T,Did you hear that?,28,Irrelevant,0,2 - keeping everyone together,1
94,T,Do you agree with that?,28,Irrelevant,0,3 - getting students to relate,2
95,T,She  said it takes ten of these [white rod] to make  one of these oranges.,28,Strengthened,2,1 - none,0
96,T,"Okay, and if I'm calling  the orange “ten,” you're calling the white the  number name…  ",28,Irrelevant,0,8 - press for  accuracy,5
97,Jackie,One,28,Strengthened,2,4 - making a claim,10
98,T,"Okay, is there any disagreement about that?",28,Irrelevant,0,3 - getting students to relate,2
99,T,See I sort of switched it on you.,28,Irrelevant,0,1 - none,0
100,T,It took you a  minute to rethink that one.,28,Irrelevant,0,1 - none,0
101,T,"Okay, you all knew,  but I really did switch that one on you.",28,Irrelevant,0,1 - none,0
0,T,OK I guess we’re ready to start.,29,Irrelevant,0,1 - none,0
1,T,Hi.,29,Irrelevant,0,1 - none,0
2,S,Hello.,29,Irrelevant,0,1 - none,7
3,T,"Um, I wanted to talk a little bit some more about that question of secrets because I think that’s an interesting part of what we do.  ",29,New,1,1 - none,0
4,T,"Um, what sort of things do scientists do?",29,Irrelevant,0,1 - none,0
5,Jeff,"Discover, invent.",29,New,1,1 - none,7
6,T,"Yeah, that’s right.",29,Adopted,4,1 - none,0
7,T,"Um, are there any problems you hope scientists will solve in the next few years?",29,Irrelevant,0,1 - none,0
8,Jeff,Cure certain diseases.,29,New,1,1 - none,7
9,Amy Lynn,AIDS.,29,Strengthened,2,1 - none,7
10,T,"Yeah, that would be on the top of my list. ",29,Adopted,4,1 - none,0
11,T,Yeah I think that’s right. ,29,Strengthened,2,1 - none,0
12,S,Solar powered cars.,29,New,1,1 - none,7
13,SN,"Yeah, like solar powered cars.",29,Adopted,4,1 - none,7
14,T,"Now, now there’s a sense the sort of a two sided ah thing about ah secrets. ",29,New,1,1 - none,0
15,T,"When people, obviously since you don’t know, people don’t know how to deal with certain kinds of cancer and things like that, there are secrets, it’s not because somebody is keeping the secret, it is because nobody knows, right, and people are trying to 19 find out what it is. ",29,Strengthened,2,1 - none,0
16,T,"Um, now, I think it’s clear that the people who make some of these discoveries are very proud of it and they like their name attached to it. ",29,New,1,1 - none,0
17,T,Do you know the names of any scientists?,29,Irrelevant,0,1 - none,0
18,Jeff,Do I think the people now or famous people?,29,Irrelevant,0,1 - none,7
19,T,Famous people.,29,Irrelevant,0,1 - none,0
20,S,Or people dead.,29,Irrelevant,0,1 - none,7
21,Jeff,Thomas Edison,29,New,1,1 - none,7
22,S,Alex Graham Bell.,29,New,1,7 - context,0
23,T,Alexander Graham Bell. ,29,Strengthened,2,5 - revoicing,4
24,T,What did he do?,29,Irrelevant,0,1 - none,0
25,S,He invented the phone.,29,Strengthened,2,1 - none,7
26,T,Yeah.,29,Adopted,4,1 - none,0
27,S,Thomas Edison.,29,New,1,1 - none,7
28,S,"Einstein, I guess.",29,New,1,7 - context,0
29,T,Einstein would probably be the first thing that would occur to me.,29,Adopted,4,5 - revoicing,4
30,S,He’s a scientist.,29,Strengthened,2,1 - none,7
31,T,OK.,29,Irrelevant,0,1 - none,0
32,T,OK. ,29,Irrelevant,0,1 - none,0
33,T,"So you have some idea of that and people really are very proud the theory of relativity, which is the thing Einstein, thought about and worked out. ",29,Strengthened,2,1 - none,0
34,T,"Yeah, I’m sure he’s very proud that it’s attached to his name.",29,Strengthened,2,1 - none,0
35,T,And so there’s a sense in which people um… clearly there are secrets because nobody knows what to do until somebody figures it out or finds it.,29,New,1,1 - none,0
36,T,"Uh, and then when they do they like to get credit for it. ",29,New,1,1 - none,0
37,T,"So, I mean that’s the sense in which OK there are secrets… but do scientists also share this information?",29,New,1,1 - none,0
38,Jeff,Sometimes.,29,Adopted,4,7 - context,0
39,T,"Yeah, I think that Jeff got it probably exactly right, sometimes. ",29,Adopted,4,5 - revoicing,4
40,T,"They have  to, they have to actually because in the long-run…uh in the long-run no single person could do it all by themselves, so they have to share.",29,Strengthened,2,1 - none,0
41,T,Matt.,29,Irrelevant,0,2 - keeping everyone together,1
42,Matt,"I was wondering what does the mean anyway, e equals m c squared?",29,New,1,3 - asking for more information,9
43,T,Well that’s interesting.,29,Irrelevant,0,1 - none,0
44,Matt,How do you use that?,29,Irrelevant,0,3 - asking for more information,9
45,S,Energy equals…,29,New,1,4 - making a claim,10
46,T,Yeah that’s right e stands for energy do you know what the m stands for? ,29,Strengthened,2,8 - press for  accuracy,5
47,S,M c squared.,29,Irrelevant,0,4 - making a claim,10
48,T,What does the m stand for?,29,Irrelevant,0,8 - press for  accuracy,5
49,T,E equals m c squared.,29,Irrelevant,0,1 - none,0
50,Bobby,Mechanical.,29,New,1,4 - making a claim,10
51,S,We could look it up.,29,Irrelevant,0,1 - none,7
52,T,"Well, we could talk about that, but probably not today. ",29,Irrelevant,0,1 - none,0
53,T,"Why don’t you see if you can find out and we can talk about that, but I think maybe I propose not to do that today?",29,Irrelevant,0,2 - keeping everyone together,1
54,S,Maybe a dictionary.,29,Irrelevant,0,1 - none,7
55,T,So the main thing is uh we need we need to do both of these things. ,29,Irrelevant,0,1 - none,0
56,T,"I think that you do want to try to find secrets occasionally because that’s, that’s sort of fun and that’s what you do in science and, and in mathematics, but we also want to share them too, and so we have to work out which we’re doing.",29,New,1,1 - none,0
57,T,Maybe the first time you find a secret you keep it a secret for little bit so other people can think about it too and see if they can find it. ,29,Strengthened,2,1 - none,0
58,T,"And then at some point, probably, we want to share it.",29,Strengthened,2,1 - none,0
0,T," So, if I were to say things, like one half, one third,  one fourth, one fifth, right?",30,Irrelevant,0,2 - Keeping Everyone Together,1
1,T,If I were talking about  these numbers do you know which are bigger and  which are smaller?,30,Irrelevant,0,2 - Keeping Everyone Together,1
2,T,How many think you know  which are bigger and which are smaller?,30,Irrelevant,0,2 - Keeping Everyone Together,1
3,T,Who  could explain why?,30,Irrelevant,0,9 - Press for Reasoning,6
4,T,"David, what do you think?",30,Irrelevant,0,9 - Press for Reasoning,6
5,David,Well I think that if you one half would be right in  the middle that would be the biggest.,30,New,1,5 - Providing Evidence / Explaining Reasoning,11
6,David,Then one third  that would be kind of smaller because you have fit  three pieces in there.,30,New,1,5 - Providing Evidence / Explaining Reasoning,11
7,David,Then one fourth would be  even smaller than one third.,30,New,1,5 - Providing Evidence / Explaining Reasoning,11
8,T,Want to come draw that for me?,30,Irrelevant,0,8 - Press for Accuracy,5
9,T,You all hear what David is saying?,30,Irrelevant,0,2 - Keeping Everyone Together,1
10,T,Want to draw your one.,30,Irrelevant,0,8 - Press for Accuracy,5
